Time,TrajectoryGuidanceVF_forceX0,TrajectoryGuidanceVF_forceY0,TrajectoryGuidanceVF_forceZ0,TrajectoryGuidanceVF_dist0,Assisted,Assistance,PositionX,PositionY,PositionZ,ForwardX,ForwardY,ForwardZ,Clutch,FromCamera
113.2,0,0,0,0,False,0.25,-1.498381,0.00455213,-3.234357,0,-1.629207E-07,1,False,0.1036724
113.2276,0,0,0,0,False,0.25,-1.498381,0.00455213,-3.234357,0,-1.629207E-07,1,False,0.1036724
113.2585,0,0,0,0,False,0.25,-1.498381,0.00455213,-3.234357,0,-1.629207E-07,1,False,0.1036724
113.2808,0,0,0,0,False,0.25,-1.498381,0.00455213,-3.234357,0,-1.629207E-07,1,False,0.1036724
113.3101,0,0,0,0,False,0.25,-1.498381,0.00455213,-3.234357,0,-1.629207E-07,1,False,0.1036724
113.3364,0,0,0,0,False,0.25,-1.498381,0.00455213,-3.234357,0,-1.629207E-07,1,False,0.1036724
113.3676,0,0,0,0,False,0.25,-1.498381,0.00455213,-3.234357,0,-1.629207E-07,1,False,0.1036724
113.3916,0,0,0,0,False,0.25,-1.498382,0.004552186,-3.234357,-5.960464E-07,-2.384186E-07,1,False,0.1036721
113.4175,0,0,0,5.986601E-07,False,0.25,-1.498354,0.00472101,-3.234693,0.002686998,-0.01450152,0.9998912,False,0.1036167
113.4517,-0.01858268,-0.02232924,0.03373775,0.0005914932,False,0.25,-1.498135,0.004848788,-3.234805,-0.001468507,-0.01980044,0.9998029,False,0.1036273
113.4772,-0.01858268,-0.02232924,0.03373775,0.0005914932,False,0.25,-1.497772,0.00522365,-3.234891,-0.001638946,-0.02068835,0.9997846,False,0.1034799
113.5026,-0.04598764,-0.05068561,0.04029205,0.001052199,False,0.25,-1.497707,0.005430397,-3.234914,-0.0008141383,-0.02390284,0.999714,False,0.1033348
113.5297,-0.04577813,-0.09694067,0.02779645,0.001458165,False,0.25,-1.497779,0.005828466,-3.234723,-0.002322575,-0.01082709,0.9999387,False,0.1029126
113.5635,-0.04577813,-0.09694067,0.02779645,0.001458165,False,0.25,-1.497922,0.006132267,-3.234501,-0.006422363,0.002261221,0.9999768,False,0.1025333
113.5907,-0.00470718,-0.1712727,0.03767752,0.00208367,False,0.25,-1.498185,0.006796651,-3.23387,-0.01044387,0.03894542,0.9991868,False,0.1016923
113.614,-0.004707155,-0.1712718,0.03767732,0.00208367,False,0.25,-1.498214,0.007086605,-3.233543,-0.01650244,0.05269917,0.9984741,False,0.1013514
113.6397,0.002449146,-0.1927708,0.04326483,0.002298473,False,0.25,-1.498354,0.007487612,-3.233073,-0.01347201,0.0731251,0.9972318,False,0.1008329
113.6667,0.03929498,-0.2727678,0.05062338,0.00278044,False,0.25,-1.498466,0.007712308,-3.232768,-0.009536904,0.08537161,0.9963036,False,0.1005192
113.6928,0.0369168,-0.2562595,0.04755958,0.00278044,False,0.25,-1.498609,0.008044476,-3.232167,-0.005794151,0.1051679,0.9944376,False,0.1000321
113.7168,0.06667012,-0.309886,0.05842856,0.003021057,False,0.25,-1.498744,0.008275371,-3.231571,-0.004055212,0.1219748,0.9925249,False,0.09964044
113.7421,0.09470599,-0.33858,0.05934194,0.003173007,False,0.25,-1.4988,0.00838821,-3.231146,-0.006898875,0.1322439,0.9911932,False,0.09942599
113.7694,0.1336826,-0.3611532,0.06661171,0.003246689,False,0.25,-1.49888,0.008458603,-3.230724,-0.00871802,0.1400461,0.9901066,False,0.09923947
113.7924,0.1123013,-0.3033901,0.0559578,0.003246689,False,0.25,-1.498987,0.008496974,-3.230113,-0.006246429,0.1377622,0.9904456,False,0.09903225
113.8161,0.1440486,-0.3170747,0.05913038,0.003221806,False,0.25,-1.499078,0.008453537,-3.229489,-0.01127078,0.1395067,0.990157,False,0.09890455
113.8391,0.1619745,-0.2900747,0.05185237,0.003123146,False,0.25,-1.499097,0.00841089,-3.229,-0.01522275,0.1443046,0.9894162,False,0.09883743
113.8674,0.1602786,-0.2179373,0.04437246,0.002844377,False,0.25,-1.499047,0.008322053,-3.228547,-0.01882308,0.1464121,0.9890446,False,0.09885114
113.8939,0.1602786,-0.2179373,0.04437246,0.002844377,False,0.25,-1.498927,0.008191163,-3.227797,-0.02503845,0.1537542,0.9877918,False,0.09888076
113.9176,0.1656425,-0.1823028,-0.001719084,0.00255655,False,0.25,-1.4988,0.008087618,-3.227093,-0.02724439,0.1640861,0.9860697,False,0.0989034
113.9434,0.1757337,-0.1518989,-0.04051641,0.002311121,False,0.25,-1.498712,0.007984182,-3.226648,-0.02928546,0.1692751,0.9851336,False,0.09895686
113.9715,0.1957894,-0.1080662,-0.0629691,0.00199456,False,0.25,-1.498602,0.007890729,-3.226239,-0.02905114,0.1741892,0.9842836,False,0.0990198
113.9952,0.1957894,-0.1080662,-0.0629691,0.00199456,False,0.25,-1.498388,0.007696893,-3.225656,-0.03068898,0.1793067,0.9833145,False,0.09919183
114.0191,0.2177702,-0.07311741,-0.06335205,0.001758623,False,0.25,-1.498092,0.007495761,-3.225164,-0.03006202,0.1817307,0.9828888,False,0.09942498
114.0472,0.2317337,0.01368728,-0.09897343,0.001398788,False,0.25,-1.497842,0.007356867,-3.224836,-0.03003182,0.1843204,0.9824073,False,0.09961014
114.077,0.2063776,0.01218962,-0.08814382,0.001398788,False,0.25,-1.497431,0.007193878,-3.224417,-0.0306583,0.1897239,0.9813587,False,0.09987806
114.1105,0.1292414,0.1763832,-0.186112,0.001241113,False,0.25,-1.496907,0.007037459,-3.22406,-0.03138942,0.1949957,0.9803017,False,0.100204
114.1394,0.1082867,0.147785,-0.1559365,0.001241113,False,0.25,-1.496427,0.00692453,-3.223769,-0.03280087,0.2007602,0.9790911,False,0.1004837
114.1758,-0.02373084,0.2161743,-0.1580417,0.00156383,False,0.25,-1.496032,0.006863046,-3.223519,-0.0338816,0.2061124,0.9779416,False,0.1006867
114.213,-0.06087681,0.2038958,-0.1444136,0.001747945,False,0.25,-1.495699,0.006838189,-3.223328,-0.03468835,0.2112917,0.9768073,False,0.1008382
114.2429,-0.05101123,0.1708528,-0.1210102,0.001747945,False,0.25,-1.495315,0.006866794,-3.223087,-0.03565148,0.2190528,0.9750615,False,0.1009619
114.2735,-0.09695773,0.1864725,-0.1182884,0.002075661,False,0.25,-1.495087,0.006970663,-3.222884,-0.03684207,0.2269582,0.9732074,False,0.1009528
114.3031,-0.07989799,0.1536627,-0.09747554,0.002075661,False,0.25,-1.494894,0.007129522,-3.222664,-0.03842453,0.2375332,0.9706191,False,0.1008778
114.3331,-0.08932535,0.1433756,-0.09411738,0.002193579,False,0.25,-1.494693,0.007349707,-3.222414,-0.04026022,0.2505161,0.967275,False,0.1007512
114.3607,-0.0714943,0.1147551,-0.07532975,0.002193579,False,0.25,-1.494519,0.007625531,-3.222135,-0.0423841,0.2660132,0.9630371,False,0.1005605
114.3917,-0.07826611,0.1205494,-0.0847635,0.002207298,False,0.25,-1.494384,0.007921796,-3.221842,-0.04452357,0.2815264,0.95852,False,0.1003335
114.4234,-0.0673345,0.103712,-0.07292438,0.002207298,False,0.25,-1.494304,0.008247202,-3.221502,-0.0462595,0.2968247,0.9538109,False,0.1000504
114.4639,-0.06139119,0.1198712,-0.1023313,0.002119774,False,0.25,-1.494292,0.0086981,-3.22107,-0.05030147,0.3224296,0.945256,False,0.09961672
114.501,-0.05017811,0.1310612,-0.1228083,0.00206544,False,0.25,-1.49426,0.009220114,-3.220585,-0.05407024,0.3478314,0.9359967,False,0.09912718
114.5394,-0.0401085,0.1133877,-0.1077077,0.002065317,False,0.25,-1.494205,0.009409158,-3.220405,-0.05389946,0.3524626,0.9342724,False,0.09897136
114.5761,-0.02278203,0.1236561,-0.1335423,0.001999203,False,0.25,-1.494195,0.01004522,-3.219871,-0.05518191,0.3720271,0.9265801,False,0.098372
114.6135,-0.01638572,0.1151069,-0.1319504,0.001988284,False,0.25,-1.494176,0.0102507,-3.219703,-0.05571559,0.3743445,0.9256144,False,0.0981871
114.6489,-0.005784676,0.08618548,-0.1027543,0.001939209,False,0.25,-1.494147,0.01056346,-3.219503,-0.05536448,0.3787159,0.9238555,False,0.09791239
114.6869,-0.005784676,0.08618548,-0.1027543,0.001939209,False,0.25,-1.493917,0.01087803,-3.219301,-0.05403644,0.3881169,0.9200246,False,0.09773684
114.7183,-0.02614534,0.07931047,-0.103142,0.001905821,False,0.25,-1.493611,0.01111279,-3.219155,-0.05258752,0.3951209,0.9171227,False,0.09767517
114.7512,-0.04867772,0.09152675,-0.1026579,0.001926822,False,0.25,-1.493161,0.01143994,-3.218975,-0.05033381,0.4068674,0.9120995,False,0.09760623
