Time,SurfaceOrientationGuidanceVF_forceX0,SurfaceOrientationGuidanceVF_forceY0,SurfaceOrientationGuidanceVF_forceZ0,SurfaceOrientationGuidanceVF_torqueX0,SurfaceOrientationGuidanceVF_torqueY0,SurfaceOrientationGuidanceVF_torqueZ0,SurfaceOrientationGuidanceVF_dist0,SurfaceOrientationGuidanceVF_angle0,Assisted,Assistance,PositionX,PositionY,PositionZ,ForwardX,ForwardY,ForwardZ,Clutch,FromCamera
532.1754,0.01000452,0.001507343,-0.00447674,0,0,0,0.002507032,36.24191,False,0,-1.486279,0.006446421,-3.210721,-0.2130186,-0.2856465,0.9343603,False,0.1050531
532.2214,-0.01203349,-0.001813041,0.005384649,0,0,0,0.00269396,37.56206,False,0,-1.487213,0.008295,-3.214211,-0.2198081,-0.2758581,0.935728,False,0.1030799
532.2675,-0.01548275,-0.002332728,0.006928094,0,0,0,0.002949867,37.95045,False,0,-1.488426,0.009908617,-3.216896,-0.2187707,-0.263992,0.9393868,False,0.1012188
532.3096,-0.01770547,-0.002667616,0.007922697,0,0,0,0.003086518,37.87243,False,0,-1.490095,0.01151615,-3.219538,-0.2161827,-0.2522086,0.9432157,False,0.09919319
532.3481,-0.03039374,-0.004579311,0.01360034,0,0,0,0.003641296,37.69871,False,0,-1.492041,0.01309419,-3.22219,-0.2076836,-0.2399398,0.9483124,False,0.09713355
532.3846,-0.0708844,-0.01067989,0.03171877,0,0,0,0.004535552,37.17234,False,0,-1.494175,0.01459855,-3.22482,-0.1947659,-0.229658,0.9535846,False,0.09513161
532.4192,-0.08311085,-0.012522,0.03718976,0,0,0,0.004709456,36.3891,False,0,-1.495801,0.01559192,-3.226756,-0.1797245,-0.2321156,0.9559401,False,0.09379267
532.4538,-0.3279355,-0.0494088,0.1467419,0,0,0,0.006436125,35.51755,False,0,-1.497832,0.01663333,-3.229066,-0.1549438,-0.2460845,0.9567837,False,0.09235188
532.4886,0.813218,0.1225245,-0.3638921,0,0,0,0.009189549,34.11032,False,0,-1.499319,0.01742166,-3.23053,-0.1293705,-0.2543804,0.9584122,False,0.09128209
532.5307,0.88853,0.1338715,-0.3975921,0,0,0,0.01103325,32.64636,False,0,-1.501401,0.01839793,-3.232119,-0.08667462,-0.2615924,0.9612788,False,0.08984923
532.5581,0.9024886,0.1359746,-0.4038382,0,0,0,0.01322678,30.19775,False,0,-1.502737,0.01902026,-3.232904,-0.0505183,-0.2649229,0.9629454,False,0.08890691
532.5872,0.9038402,0.1361782,-0.404443,0,0,0,0.01464717,28.12645,False,0,-1.503812,0.01951641,-3.233483,-0.01486481,-0.2705097,0.9626025,False,0.08815396
532.6213,0.9041356,0.1362227,-0.4045752,0,0,0,0.01580083,26.09118,False,0,-1.504388,0.01982749,-3.233847,0.01832823,-0.2806509,0.9596349,False,0.08773202
