Time,SurfaceOrientationGuidanceVF_forceX0,SurfaceOrientationGuidanceVF_forceY0,SurfaceOrientationGuidanceVF_forceZ0,SurfaceOrientationGuidanceVF_torqueX0,SurfaceOrientationGuidanceVF_torqueY0,SurfaceOrientationGuidanceVF_torqueZ0,SurfaceOrientationGuidanceVF_dist0,SurfaceOrientationGuidanceVF_angle0,Assisted,Assistance,PositionX,PositionY,PositionZ,ForwardX,ForwardY,ForwardZ,Clutch,FromCamera
53.66202,0.04741312,0.007143557,-0.02121603,0,0,0,0.004105626,8.828038,False,0,-1.489611,0.01500106,-3.214242,0.2741084,-0.1274372,0.9532179,False,0.0961638
53.69319,-0.04683139,-0.007055909,0.02095572,0,0,0,0.004092602,8.92841,False,0,-1.489309,0.01503247,-3.214409,0.2720323,-0.1265693,0.953928,False,0.09631334
53.71745,-0.05021735,-0.007566059,0.02247085,0,0,0,0.004166366,9.047133,False,0,-1.489191,0.01505721,-3.214519,0.271147,-0.1262685,0.9542199,False,0.09636372
53.75944,-0.05250183,-0.007910253,0.02349309,0,0,0,0.004213532,9.098029,False,0,-1.489146,0.01511121,-3.214667,0.2714866,-0.1262997,0.9541192,False,0.09635099
53.78585,-0.05569543,-0.00839142,0.02492213,0,0,0,0.004276338,9.078115,False,0,-1.489211,0.01513714,-3.214693,0.2722477,-0.1264661,0.9538803,False,0.096295
53.81946,-0.05584262,-0.008413597,0.02498799,0,0,0,0.004279151,9.033875,False,0,-1.489312,0.01516455,-3.214714,0.2739979,-0.1270485,0.9533015,False,0.09621686
53.85159,-0.05209648,-0.00784918,0.0233117,0,0,0,0.004205305,8.933074,False,0,-1.489505,0.01521152,-3.214749,0.2761642,-0.1277839,0.9525779,False,0.09607205
53.88678,-0.04589501,-0.006914829,0.02053672,0,0,0,0.004071313,8.808345,False,0,-1.489707,0.01527917,-3.214771,0.2741346,-0.1257684,0.953432,False,0.0959051
53.92084,-0.04107463,-0.00618856,0.01837974,0,0,0,0.003954748,8.9189,False,0,-1.489939,0.01533198,-3.214834,0.2738086,-0.1254482,0.9535679,False,0.09573554
53.95273,-0.03515721,-0.005297004,0.01573186,0,0,0,0.003792355,8.936636,False,0,-1.490178,0.01537865,-3.21491,0.2745932,-0.1256102,0.9533209,False,0.09556863
53.9842,-0.02991278,-0.004506847,0.01338513,0,0,0,0.003624795,8.890968,False,0,-1.490527,0.01545012,-3.215007,0.2745592,-0.1252772,0.9533745,False,0.09532239
54.01839,-0.02433751,-0.003666841,0.01089035,0,0,0,0.003412171,8.891411,False,0,-1.490752,0.01549453,-3.21508,0.2766385,-0.1258224,0.9527014,False,0.09516538
54.05029,-0.02138657,-0.003222235,0.009569888,0,0,0,0.003279568,8.770865,False,0,-1.490812,0.0155049,-3.2151,0.28155,-0.1276785,0.9510141,False,0.09512533
54.0865,-0.02069343,-0.0031178,0.009259723,0,0,0,0.003245836,8.488574,False,0,-1.49079,0.0154711,-3.214936,0.2837438,-0.1286493,0.950231,False,0.09515683
54.11539,-0.0233776,-0.003522216,0.01046082,0,0,0,0.003370841,8.362973,False,0,-1.490691,0.01541525,-3.214751,0.2832063,-0.1286765,0.9503876,False,0.09524795
54.14659,-0.02746926,-0.00413869,0.01229172,0,0,0,0.003536786,8.394986,False,0,-1.490577,0.015342,-3.214597,0.2828943,-0.1285363,0.9504995,False,0.09536364
54.18024,-0.03158426,-0.004758682,0.01413307,0,0,0,0.003681082,8.412886,False,0,-1.490481,0.01523763,-3.214446,0.2836743,-0.1289432,0.9502119,False,0.09549639
