Time,SurfaceOrientationGuidanceVF_forceX0,SurfaceOrientationGuidanceVF_forceY0,SurfaceOrientationGuidanceVF_forceZ0,SurfaceOrientationGuidanceVF_torqueX0,SurfaceOrientationGuidanceVF_torqueY0,SurfaceOrientationGuidanceVF_torqueZ0,SurfaceOrientationGuidanceVF_dist0,SurfaceOrientationGuidanceVF_angle0,Assisted,Assistance,PositionX,PositionY,PositionZ,ForwardX,ForwardY,ForwardZ,Clutch,FromCamera
419.4071,0.07899272,0.01190154,-0.03534701,0,0,0,0.004653634,0.1619255,False,0,-1.494552,0.0007815957,-3.223568,0.4193771,-0.1315066,0.8982366,False,0.1067147
419.4406,0.07889777,0.01188723,-0.03530453,0,0,0,0.004652316,0.1219466,False,0,-1.494568,0.0007875562,-3.223564,0.4196703,-0.1315829,0.8980885,False,0.106702
419.4736,0.07872902,0.0118618,-0.03522901,0,0,0,0.004649971,0.1046783,False,0,-1.494577,0.0007970929,-3.223572,0.4200166,-0.1316979,0.8979097,False,0.1066905
419.508,0.07819243,0.01178096,-0.0349889,0,0,0,0.004642482,0.08156469,False,0,-1.49461,0.0008076429,-3.223576,0.4198958,-0.1315601,0.8979864,False,0.1066666
419.5369,0.07798521,0.01174974,-0.03489618,0,0,0,0.004639578,0.09065409,False,0,-1.49467,0.0008009672,-3.223596,0.4194051,-0.1327802,0.8980362,False,0.1066478
419.5711,0.07943697,0.01196847,-0.0355458,0,0,0,0.004659781,0.1266688,False,0,-1.494688,0.0008110404,-3.223603,0.4194096,-0.1327511,0.8980383,False,0.1066319
419.6021,0.07903187,0.01190743,-0.03536453,0,0,0,0.004654177,0.1266688,False,0,-1.494689,0.0008095503,-3.223602,0.4192787,-0.132691,0.8981084,False,0.1066328
419.6375,0.07914953,0.01192516,-0.03541718,0,0,0,0.004655807,0.1341704,False,0,-1.494686,0.0008115172,-3.223608,0.4193056,-0.1327088,0.8980932,False,0.106633
419.6722,0.07895744,0.01189622,-0.03533123,0,0,0,0.004653145,0.1312212,False,0,-1.494693,0.0008143187,-3.223609,0.419226,-0.1326657,0.8981367,False,0.1066278
419.7054,0.078876,0.01188395,-0.03529478,0,0,0,0.004652014,0.1370561,False,0,-1.494704,0.0008196235,-3.223615,0.419203,-0.1326281,0.8981529,False,0.1066187
419.74,0.07870007,0.01185744,-0.03521606,0,0,0,0.004649568,0.1384764,False,0,-1.494719,0.0008327961,-3.223626,0.419147,-0.1325863,0.8981853,False,0.1066016
419.7762,0.07805532,0.0117603,-0.03492755,0,0,0,0.004640561,0.1412742,False,0,-1.494774,0.0008456707,-3.223639,0.4190519,-0.1324665,0.8982474,False,0.1065671
419.807,0.07816819,0.01177731,-0.03497806,0,0,0,0.004642142,0.1467098,False,0,-1.494801,0.000860393,-3.223656,0.4188978,-0.1323339,0.8983387,False,0.1065442
419.8453,0.07766315,0.01170122,-0.03475207,0,0,0,0.004635049,0.1557664,False,0,-1.494813,0.000875771,-3.223674,0.4189429,-0.132338,0.8983171,False,0.1065272
419.8835,0.07685342,0.01157922,-0.03438973,0,0,0,0.00462359,0.1532334,False,0,-1.494816,0.0008798242,-3.223684,0.4188657,-0.1322889,0.8983604,False,0.1065237
419.9084,0.07663573,0.01154642,-0.03429233,0,0,0,0.00462049,0.1582588,False,0,-1.494856,0.0008844137,-3.2237,0.4188249,-0.1320847,0.8984094,False,0.1065038
419.9448,0.07710424,0.011617,-0.03450197,0,0,0,0.004627151,0.1594904,False,0,-1.494915,0.000893712,-3.223723,0.4181241,-0.1315592,0.8988129,False,0.1064719
419.979,0.07769701,0.01170632,-0.03476722,0,0,0,0.004635526,0.2007689,False,0,-1.495043,0.0009151697,-3.223779,0.4165278,-0.1303981,0.8997228,False,0.1064027
420.0089,0.07911413,0.01191983,-0.03540134,0,0,0,0.004655317,0.2960753,False,0,-1.495145,0.0009132028,-3.223832,0.4144688,-0.1292897,0.9008328,False,0.1063655
420.0439,0.08183496,0.01232976,-0.03661883,0,0,0,0.004692433,0.4201138,False,0,-1.495248,0.0009034276,-3.223882,0.4105075,-0.1272386,0.9029363,False,0.1063345
420.0787,0.08540206,0.01286721,-0.03821501,0,0,0,0.004739445,0.6581939,False,0,-1.495347,0.0008329749,-3.223952,0.4057591,-0.1247472,0.9054269,False,0.1063614
420.1094,0.09390859,0.01414885,-0.04202144,0,0,0,0.004844839,0.9423231,False,0,-1.495334,0.0007197261,-3.224024,0.4037377,-0.1233601,0.9065199,False,0.1064773
420.1447,0.1030941,0.01553279,-0.04613168,0,0,0,0.004949559,1.061463,False,0,-1.495386,0.0005822778,-3.224055,0.4015856,-0.1232318,0.9074927,False,0.1065797
420.1786,0.1174986,0.01770307,-0.05257729,0,0,0,0.005098486,1.194849,False,0,-1.495445,0.0004165769,-3.224066,0.4001483,-0.1214415,0.9083685,False,0.1067016
420.2092,0.1367285,0.02060036,-0.06118212,0,0,0,0.005274802,1.275489,False,0,-1.495569,0.0002539158,-3.224066,0.397155,-0.1207198,0.9097773,False,0.1067906
420.2428,0.1610883,0.02427057,-0.07208247,0,0,0,0.00547101,1.457771,False,0,-1.495618,0.0001068711,-3.224076,0.3938459,-0.1185447,0.9115002,False,0.1069006
420.276,0.1826455,0.02751851,-0.0817287,0,0,0,0.00562604,1.652327,False,0,-1.49561,-5.280972E-05,-3.224093,0.3901782,-0.1163002,0.9133648,False,0.1070483
420.3056,0.2049302,0.03087606,-0.09170047,0,0,0,0.00577253,1.868127,False,0,-1.495587,-0.0001938343,-3.22412,0.3883903,-0.1129614,0.9145451,False,0.1071872
420.3392,0.2255216,0.03397849,-0.1009145,0,0,0,0.005898163,1.962141,False,0,-1.495708,-0.0004288554,-3.224144,0.3827379,-0.1120538,0.9170364,False,0.1073455
420.3738,0.2071704,0.03121359,-0.0927029,0,0,0,0.005786611,2.305796,False,0,-1.495777,-0.0006148815,-3.224163,0.3792389,-0.111001,0.9186168,False,0.1074829
420.4054,0.1891491,0.02849838,-0.08463888,0,0,0,0.005670081,2.515751,False,0,-1.495907,-0.0008069873,-3.224156,0.3753764,-0.1110143,0.9202002,False,0.1075959
420.4422,0.1777911,0.02678712,-0.0795565,0,0,0,0.005592397,2.752855,False,0,-1.496092,-0.001060963,-3.22407,0.3693088,-0.1102722,0.9227411,False,0.1077303
420.4717,0.1736264,0.02615964,-0.07769293,0,0,0,0.005562978,3.120858,False,0,-1.496142,-0.001262069,-3.224005,0.3681348,-0.1089876,0.9233626,False,0.1078791
