Time,ObstacleAvoidanceForceFieldVF_forceX0,ObstacleAvoidanceForceFieldVF_forceY0,ObstacleAvoidanceForceFieldVF_forceZ0,ObstacleAvoidanceForceFieldVF_dist0,Assisted,Assistance,PositionX,PositionY,PositionZ,ForwardX,ForwardY,ForwardZ,Clutch,FromCamera
124.7008,3.041697E-19,1.611695E-19,9.371344E-20,0.009995446,False,0,-1.480124,0.01231587,-3.22455,0.1038811,-0.6651508,0.739448,False,0.1047908
124.73,4.388506E-19,2.325325E-19,1.352081E-19,0.009922131,False,0,-1.480142,0.01231647,-3.22455,0.1044498,-0.665521,0.7390346,False,0.1047794
124.778,4.718159E-19,2.499997E-19,1.453645E-19,0.009907645,False,0,-1.480203,0.01230454,-3.224628,0.1075239,-0.6664947,0.7377151,False,0.1047633
124.8112,6.625834E-19,3.510811E-19,2.041392E-19,0.009839733,False,0,-1.480351,0.01227194,-3.224664,0.1085535,-0.6669789,0.7371266,False,0.1047057
124.8495,1.363657E-18,7.225569E-19,4.201371E-19,0.009695377,False,0,-1.480533,0.01223963,-3.224743,0.108768,-0.6666381,0.7374031,False,0.1046334
124.9043,3.31525E-18,1.756642E-18,1.021415E-18,0.009517705,False,0,-1.480778,0.01220363,-3.224878,0.1096744,-0.6659163,0.7379208,False,0.1045355
124.9317,1.080196E-17,5.723601E-18,3.328038E-18,0.009281466,False,0,-1.480961,0.01218456,-3.224938,0.1095441,-0.6649189,0.7388391,False,0.1044506
124.9731,2.472451E-17,1.31007E-17,7.617519E-18,0.009115852,False,0,-1.481217,0.0121718,-3.225042,0.109289,-0.664194,0.7395285,False,0.1043241
125.0161,7.578272E-17,4.015476E-17,2.334834E-17,0.008891838,False,0,-1.481494,0.01218206,-3.225086,0.1090475,-0.6637366,0.7399747,False,0.1041584
125.056,2.250128E-16,1.192269E-16,6.932554E-17,0.00867418,False,0,-1.481805,0.01220566,-3.225044,0.1083675,-0.663213,0.740544,False,0.1039507
125.099,6.816849E-16,3.612024E-16,2.100243E-16,0.008452498,False,0,-1.482064,0.01225394,-3.225009,0.1076085,-0.6626244,0.741181,False,0.103755
125.134,1.533203E-15,8.123938E-16,4.723735E-16,0.008290389,False,0,-1.482224,0.01231587,-3.225007,0.1073655,-0.6623971,0.7414196,False,0.1036119
125.1744,2.264208E-15,1.199729E-15,6.975931E-16,0.008212416,False,0,-1.482255,0.01235515,-3.225023,0.1070583,-0.6624733,0.7413958,False,0.1035646
125.2151,2.253239E-15,1.193917E-15,6.942138E-16,0.008213387,False,0,-1.482141,0.0123812,-3.225068,0.1063822,-0.6625324,0.7414404,False,0.1036171
