Time,ObstacleAvoidanceForceFieldVF_forceX0,ObstacleAvoidanceForceFieldVF_forceY0,ObstacleAvoidanceForceFieldVF_forceZ0,ObstacleAvoidanceForceFieldVF_dist0,Assisted,Assistance,PositionX,PositionY,PositionZ,ForwardX,ForwardY,ForwardZ,Clutch,FromCamera
491.3636,6.975868E-06,1.014754E-05,1.489278E-06,0.0037595,False,0,-1.486843,0.0100112,-3.224085,0.2270217,-0.4021544,0.8869798,False,0.1027378
491.4073,7.699548E-06,1.120025E-05,1.643777E-06,0.003739759,False,0,-1.486835,0.01000297,-3.224091,0.2270806,-0.4022294,0.8869307,False,0.1027498
491.438,7.840594E-06,1.140542E-05,1.673888E-06,0.003736128,False,0,-1.48683,0.009999871,-3.224097,0.2270348,-0.4021976,0.8869568,False,0.1027562
491.4793,7.903286E-06,1.149662E-05,1.687273E-06,0.003734535,False,0,-1.486828,0.009993374,-3.224099,0.2270578,-0.4022066,0.8869468,False,0.1027627
491.5181,8.075873E-06,1.174767E-05,1.724118E-06,0.003730215,False,0,-1.486835,0.009995759,-3.224103,0.2269706,-0.4020962,0.8870193,False,0.1027578
491.5576,8.231408E-06,1.197393E-05,1.757323E-06,0.003726399,False,0,-1.486829,0.009992719,-3.224109,0.2268989,-0.4020354,0.8870652,False,0.1027641
491.597,8.299551E-06,1.207305E-05,1.771871E-06,0.00372475,False,0,-1.486829,0.009992421,-3.224108,0.2270049,-0.4021517,0.8869852,False,0.1027644
491.638,8.291933E-06,1.206197E-05,1.770245E-06,0.003724934,False,0,-1.486831,0.009989917,-3.224104,0.2271696,-0.4023103,0.8868712,False,0.1027647
491.6783,8.32056E-06,1.210361E-05,1.776356E-06,0.003724245,False,0,-1.486813,0.009983301,-3.224096,0.2273176,-0.4025152,0.8867403,False,0.1027789
491.7196,7.889611E-06,1.147673E-05,1.684353E-06,0.003734882,False,0,-1.486691,0.009950519,-3.22407,0.2272944,-0.4029779,0.886536,False,0.1028692
