Time,SurfaceOrientationGuidanceVF_forceX0,SurfaceOrientationGuidanceVF_forceY0,SurfaceOrientationGuidanceVF_forceZ0,SurfaceOrientationGuidanceVF_torqueX0,SurfaceOrientationGuidanceVF_torqueY0,SurfaceOrientationGuidanceVF_torqueZ0,SurfaceOrientationGuidanceVF_dist0,SurfaceOrientationGuidanceVF_angle0,Assisted,Assistance,PositionX,PositionY,PositionZ,ForwardX,ForwardY,ForwardZ,Clutch,FromCamera
40.98044,0.903481,0.1361241,-0.4042822,0,0,0,0.01404102,8.979623,False,0,-1.50836,0.0112505,-3.230091,0.5581104,-0.4069009,0.7231492,False,0.09274967
41.01178,0.9031103,0.1360682,-0.4041164,0,0,0,0.01365615,9.011556,False,0,-1.508039,0.01112968,-3.22995,0.5585352,-0.4076518,0.7223978,False,0.09294813
41.04912,0.9026024,0.1359917,-0.4038891,0,0,0,0.01329282,9.045569,False,0,-1.507388,0.01091617,-3.22972,0.5586179,-0.4088506,0.721656,False,0.09333722
41.07433,0.9008623,0.1357295,-0.4031105,0,0,0,0.01257681,9.057834,False,0,-1.506998,0.01083285,-3.229553,0.5586923,-0.4063399,0.7230152,False,0.09352595
41.10489,0.8990777,0.1354606,-0.4023119,0,0,0,0.01215384,9.049674,False,0,-1.506095,0.01054776,-3.229222,0.5581058,-0.4064513,0.7234057,False,0.09406352
41.13199,0.8904183,0.134156,-0.398437,0,0,0,0.01116315,9.008851,False,0,-1.50564,0.01039708,-3.229047,0.5577374,-0.4065828,0.7236157,False,0.09434159
41.161,0.8816313,0.1328321,-0.3945051,0,0,0,0.01066204,8.983539,False,0,-1.504998,0.01014519,-3.228764,0.5569813,-0.4074605,0.7237043,False,0.09476543
41.19086,0.8588944,0.1294064,-0.384331,0,0,0,0.009940634,8.934899,False,0,-1.504391,0.009897351,-3.228455,0.556533,-0.4076553,0.7239395,False,0.09517033
41.21776,0.8183517,0.123298,-0.3661893,0,0,0,0.009253875,8.904327,False,0,-1.503848,0.009670138,-3.228179,0.5564196,-0.4078268,0.72393,False,0.09554119
41.24806,0.7577044,0.1141605,-0.3390513,0,0,0,0.008642809,8.897242,False,0,-1.5033,0.009435892,-3.227898,0.5561004,-0.4078178,0.7241805,False,0.09592193
41.27531,0.6667696,0.1004597,-0.2983606,0,0,0,0.008032268,8.874713,False,0,-1.502914,0.009296954,-3.227715,0.5562118,-0.4072185,0.7244321,False,0.09617154
41.30706,0.5866703,0.08839142,-0.2625184,0,0,0,0.007613666,8.87936,False,0,-1.502129,0.009037375,-3.227376,0.5567549,-0.4062642,0.7245505,False,0.09666933
41.33725,0.402375,0.06062432,-0.1800514,0,0,0,0.00677899,8.91262,False,0,-1.501429,0.00885725,-3.227138,0.5571492,-0.4051726,0.7248587,False,0.09708384
41.36998,0.2535094,0.03819531,-0.1134383,0,0,0,0.006057256,8.934679,False,0,-1.500642,0.008639753,-3.22693,0.5562381,-0.4057847,0.7252159,False,0.09757834
41.40106,0.1341978,0.02021908,-0.06004974,0,0,0,0.005252828,8.873651,False,0,-1.499802,0.008441985,-3.226764,0.5556036,-0.4064746,0.7253159,False,0.09809089
41.43388,0.06302036,0.009495039,-0.02819983,0,0,0,0.004408567,8.8326,False,0,-1.498908,0.008253217,-3.226631,0.5549511,-0.4078281,0.7250556,False,0.09862997
41.46888,0.02717149,0.004093825,-0.01215847,0,0,0,0.003525547,8.793815,False,0,-1.497705,0.008140981,-3.226527,0.556541,-0.4025073,0.7268081,False,0.09925326
41.50061,0.008892568,0.00133981,-0.003979173,0,0,0,0.002387968,8.878099,False,0,-1.496497,0.008167207,-3.226485,0.5601113,-0.3911435,0.730262,False,0.09977984
41.5413,0,0,0,0,0,0,0.001394101,9.074133,False,0,-1.494857,0.00836432,-3.226539,0.572334,-0.3687928,0.732411,False,0.1003922
41.57125,0,0,0,0,0,0,0.001218462,9.842488,False,0,-1.493641,0.008459151,-3.22676,0.5832171,-0.3596838,0.7283444,False,0.1009354
41.60314,-0.00622094,-0.0009372855,0.002783695,0,0,0,0.002027694,10.58348,False,0,-1.492434,0.008460402,-3.227067,0.5902626,-0.3586906,0.7231399,False,0.1015802
41.63737,-0.01772794,-0.002671002,0.007932751,0,0,0,0.003087811,11.08591,False,0,-1.490689,0.008465111,-3.227538,0.5996306,-0.3596367,0.7149162,False,0.1025347
41.6725,-0.08885413,-0.01338732,0.03975971,0,0,0,0.004783296,11.76804,False,0,-1.489213,0.008475482,-3.22789,0.6036935,-0.3592778,0.7116699,False,0.1033466
41.70749,-0.2927327,-0.04410494,0.1309896,0,0,0,0.006263281,12.06297,False,0,-1.487294,0.008463323,-3.228307,0.6029534,-0.357982,0.7129489,False,0.1044393
41.74146,-0.694897,-0.1046975,0.3109468,0,0,0,0.008199638,12.00379,False,0,-1.486079,0.008476913,-3.228581,0.6019179,-0.3557363,0.7149453,False,0.1051283
41.77464,-0.8259025,-0.1244356,0.3695681,0,0,0,0.009355046,11.91957,False,0,-1.485143,0.008480012,-3.228816,0.6001948,-0.3540365,0.717234,False,0.1056769
